timestamp,mode,anomaly_score,bearing_temp_DE,bearing_temp_NDE,casing_temp,current_A,current_B,current_C,delta_p,density,discharge_pressure,failure_probability,ferrous_particles,flow,frequency,gas_volume_fraction,health_index,leakage_rate,model_confidence,motor_current,noise_dBA,oil_TAN,oil_temp,oil_water_ppm,overall_vibration,particle_count,power_factor,predicted_mode,pressure,rpm,rul_minutes,seal_flush_pressure,seal_temp,shaft_displacement,suction_pressure,temp_ok,temperature,torque_est,ultrasonic_noise,vib_ok,vibration_x,vibration_y,vibration_z,viscosity
2025-10-01T06:38:41.470909,normal,0.0,79.55,68.414,59.931,8.039,8.278,7.928,4.349,999.397,5.056,0.0,5,12.181,49.468,0.01,100.0,5,1.0,9.298,78.257,0.306,56.962,148,0.017,16,0.882,motor_overload_moderate,2.473,1757.3,600,1.483,50.024,60.814,0.707,1.0,66.004,36.268,45.724,1.0,0.0102,0.0096,0.0097,1.536
2025-10-01T06:38:41.548278,normal,0.0,77.55,68.486,59.335,7.715,7.678,7.946,4.334,1001.397,5.042,0.0,5,14.681,49.518,0.01,100.0,5,1.0,9.145,79.66,0.314,55.462,153,0.0173,16,0.893,motor_overload_moderate,2.723,1774.1,600,1.448,49.616,59.507,0.708,1.0,68.004,35.42,45.545,1.0,0.0101,0.0098,0.01,1.336
2025-10-01T06:38:41.952435,normal,0.0,75.55,69.406,57.835,8.001,7.857,7.997,4.358,1003.397,5.079,0.0,5,15.9,49.568,0.01,100.0,5,1.0,8.783,78.88,0.306,54.153,150,0.0172,16,0.873,motor_overload_moderate,2.844,1799.1,600,1.49,49.014,57.977,0.721,1.0,70.004,34.782,48.045,1.0,0.0099,0.0099,0.01,1.536
2025-10-01T06:38:42.446086,normal,0.0,73.799,71.281,59.335,8.163,8.095,7.983,4.401,1002.416,5.102,0.0,5,13.4,49.518,0.01,100.0,5,1.0,8.283,78.97,0.309,54.63,158,0.0176,16,0.893,motor_overload_moderate,3.094,1784.1,600,1.449,49.931,60.976,0.7,1.0,72.004,34.619,45.545,1.0,0.0097,0.0105,0.0103,1.336
2025-10-01T06:38:42.949632,normal,0.0,73.728,70.333,59.903,7.91,7.974,8.208,4.207,1000.416,4.901,0.0,5,15.9,49.468,0.01,100.0,5,1.0,8.18,78.746,0.299,55.071,158,0.0173,16,0.884,motor_overload_moderate,2.844,1809.1,600,1.471,50.114,61.144,0.694,1.0,74.004,35.406,44.532,1.0,0.01,0.0099,0.0101,1.136
2025-10-01T06:38:43.455976,normal,0.0,73.613,69.849,60.887,7.637,7.692,8.264,4.342,1002.416,5.051,0.0,5,13.4,49.518,0.01,100.0,5,1.0,7.799,76.746,0.299,53.593,146,0.0171,16,0.882,motor_overload_moderate,2.594,1793.8,600,1.488,51.222,58.874,0.709,1.0,76.004,35.884,47.032,1.0,0.0099,0.0096,0.0101,0.936
2025-10-01T06:38:44.891032,normal,0.0,75.613,70.354,60.756,7.92,7.703,8.23,4.325,1000.416,4.983,0.0,5,15.097,49.568,0.01,100.0,5,1.0,7.299,77.088,0.309,55.093,157,0.0175,16,0.891,motor_overload_moderate,2.344,1796.9,600,1.448,50.146,60.68,0.658,1.0,78.004,35.05,44.532,1.0,0.0102,0.0101,0.0101,0.736
2025-10-01T06:38:45.888006,normal,0.0,77.613,69.041,59.256,8.174,7.981,7.899,4.25,998.416,4.973,0.0,5,14.017,49.618,0.01,100.0,5,1.0,6.799,76.902,0.298,54.235,149,0.0171,16,0.876,motor_overload_moderate,2.594,1821.9,600,1.482,48.9,60.129,0.723,1.0,80.004,35.971,44.171,1.0,0.0101,0.0099,0.0095,0.936
2025-10-01T06:38:46.884885,normal,0.0,76.537,68.288,58.743,8.259,7.927,7.819,4.251,1000.416,4.956,0.0,5,15.484,49.568,0.01,100.0,5,1.0,7.299,77.612,0.302,53.325,153,0.0174,16,0.872,motor_overload_moderate,2.844,1840.2,600,1.491,49.767,61.729,0.705,1.0,82.004,35.66,46.212,1.0,0.0103,0.0101,0.0097,1.017
2025-10-01T06:38:47.884917,normal,0.0,76.651,70.288,59.202,7.968,8.04,8.215,4.221,1002.416,4.923,0.0,5,12.984,49.618,0.01,100.0,5,1.0,7.799,75.91,0.301,54.825,145,0.0171,16,0.886,motor_overload_moderate,3.094,1815.2,600,1.524,51.098,59.581,0.702,1.0,80.004,34.509,43.712,1.0,0.0097,0.0101,0.0099,0.817
2025-10-01T06:38:48.886470,normal,0.0,74.746,70.204,58.852,8.2,8.313,8.069,4.437,1004.416,5.154,0.0,5,11.789,49.64,0.01,100.0,5,1.0,7.299,77.91,0.286,53.726,151,0.0178,16,0.875,motor_overload_moderate,2.916,1827.1,600,1.538,49.598,58.547,0.718,1.0,78.004,35.961,46.212,1.0,0.0104,0.0101,0.0102,0.782
2025-10-01T06:38:49.888141,normal,0.0,73.445,68.204,57.792,7.909,8.016,8.082,4.484,1003.775,5.171,0.0,5,14.289,49.59,0.01,100.0,5,1.0,6.799,76.769,0.293,55.226,148,0.0174,16,0.895,motor_overload_moderate,3.166,1814.8,600,1.49,49.97,61.67,0.687,1.0,76.004,34.777,43.712,1.0,0.0102,0.0099,0.01,0.982
2025-10-01T06:38:50.877026,normal,0.0,73.586,69.107,58.778,8.046,7.924,7.877,4.369,1005.775,5.044,0.0,5,12.074,49.64,0.01,100.0,5,1.0,6.502,78.214,0.302,55.881,150,0.017,16,0.875,motor_overload_moderate,3.108,1839.8,600,1.486,49.181,61.336,0.675,1.0,78.004,35.141,41.212,1.0,0.01,0.0096,0.0097,1.182
2025-10-01T06:38:51.881166,normal,0.0,74.843,69.402,60.278,8.231,7.894,7.97,4.263,1003.775,4.975,0.0,5,14.512,49.69,0.01,100.0,5,1.0,6.002,76.214,0.303,56.874,153,0.0177,16,0.871,motor_overload_moderate,2.858,1829.5,600,1.527,49.775,62.154,0.712,1.0,80.004,35.543,41.577,1.0,0.0105,0.01,0.0102,0.982
2025-10-01T06:38:52.883972,normal,0.0,75.562,69.896,59.66,8.154,7.715,7.859,4.203,1001.775,4.919,0.0,5,12.012,49.738,0.01,100.0,5,1.0,6.502,74.214,0.289,55.374,153,0.017,16,0.882,motor_overload_moderate,3.108,1804.5,600,1.517,50.025,63.353,0.716,1.0,78.004,36.585,44.077,1.0,0.01,0.0097,0.0097,1.182
2025-10-01T06:38:53.881471,normal,0.0,73.562,69.945,60.013,8.188,7.931,8.03,4.159,1003.775,4.848,0.0,5,13.704,49.788,0.01,100.0,5,1.0,7.002,76.214,0.303,54.764,153,0.0174,16,0.902,motor_overload_moderate,2.858,1779.5,600,1.555,49.499,59.29,0.689,1.0,80.004,34.585,46.577,1.0,0.0097,0.0101,0.0103,1.248
2025-10-01T06:38:54.884599,normal,0.0,75.415,69.911,59.228,8.075,8.029,7.917,4.455,1001.775,5.15,0.0,5,14.688,49.738,0.01,100.0,5,1.0,7.502,78.214,0.302,54.943,146,0.0175,16,0.882,motor_overload_moderate,2.608,1804.5,600,1.469,50.999,61.288,0.695,1.0,78.437,35.909,44.077,1.0,0.01,0.0099,0.0103,1.288
2025-10-01T06:38:55.886177,normal,0.0,73.415,68.828,58.586,8.171,7.768,7.883,4.263,1003.775,4.967,0.0,5,12.188,49.788,0.01,100.0,5,1.0,7.002,77.297,0.292,53.443,152,0.0171,16,0.902,motor_overload_moderate,2.358,1804.3,600,1.445,51.677,61.634,0.704,1.0,76.437,34.485,46.577,1.0,0.01,0.0098,0.0098,1.293
2025-10-01T06:38:56.898107,normal,0.0,74.835,69.997,60.086,8.097,7.995,7.984,4.233,1001.775,4.946,0.0,5,14.688,49.838,0.01,100.0,5,1.0,7.502,77.417,0.286,54.943,151,0.0174,16,0.907,motor_overload_moderate,2.608,1779.3,600,1.492,51.027,58.112,0.714,1.0,78.437,34.843,44.077,1.0,0.0099,0.0099,0.0103,1.093
